date,open,high,low,close,volume
2025-06-09 00:00:00+05:30,963.1,979.05,960.45,974.55,1856046
2025-06-10 00:00:00+05:30,974.55,984.2,970.1,973.7,1114437
2025-06-11 00:00:00+05:30,975.0,978.0,950.55,955.05,2083579
2025-06-12 00:00:00+05:30,955.05,961.25,936.5,939.1,1432499
2025-06-13 00:00:00+05:30,925.0,933.85,914.8,920.75,715534
2025-06-16 00:00:00+05:30,923.4,929.6,908.2,922.6,1016126
2025-06-17 00:00:00+05:30,922.6,926.5,887.4,891.0,3176704
2025-06-18 00:00:00+05:30,895.0,901.0,888.6,893.9,1661670
2025-06-19 00:00:00+05:30,893.95,898.25,882.65,887.45,1412283
2025-06-20 00:00:00+05:30,888.1,903.8,884.8,899.05,1641610
2025-06-23 00:00:00+05:30,895.1,914.75,892.0,910.7,661419
2025-06-24 00:00:00+05:30,930.0,936.5,917.1,924.2,1171729
2025-06-25 00:00:00+05:30,930.45,935.8,914.6,919.9,1976461
2025-06-26 00:00:00+05:30,924.5,958.6,921.0,954.9,2568931
2025-06-27 00:00:00+05:30,959.85,970.5,938.0,939.35,3131858
2025-06-30 00:00:00+05:30,944.0,949.2,931.05,941.7,1246303
2025-07-01 00:00:00+05:30,941.7,955.0,935.5,951.25,1166914
2025-07-02 00:00:00+05:30,954.0,979.9,950.5,968.7,2004442
2025-07-03 00:00:00+05:30,972.1,985.2,954.0,956.5,1506490
2025-07-04 00:00:00+05:30,961.45,964.5,942.65,953.0,652147
2025-07-07 00:00:00+05:30,951.0,960.8,942.0,953.5,773510
2025-07-08 00:00:00+05:30,950.55,957.35,945.0,951.1,574607
2025-07-09 00:00:00+05:30,947.0,952.05,926.75,944.8,1039879
2025-07-10 00:00:00+05:30,941.0,952.9,940.25,944.55,1128883
2025-07-11 00:00:00+05:30,944.0,946.9,928.0,938.4,1676679
2025-07-14 00:00:00+05:30,938.4,948.9,927.2,933.05,1815311
2025-07-15 00:00:00+05:30,937.7,946.0,932.35,943.85,1106472
2025-07-16 00:00:00+05:30,943.0,945.7,929.7,931.45,1500910
2025-07-17 00:00:00+05:30,935.5,953.0,929.85,950.45,1652952
2025-07-18 00:00:00+05:30,951.9,962.9,948.35,957.15,1480756
2025-07-21 00:00:00+05:30,957.95,972.65,957.6,960.05,1346529
2025-07-22 00:00:00+05:30,963.2,973.45,960.0,965.0,1858427
2025-07-23 00:00:00+05:30,969.45,981.0,963.55,977.4,1618809
2025-07-24 00:00:00+05:30,980.0,1006.35,978.2,1000.45,3629756
2025-07-25 00:00:00+05:30,1001.95,1003.1,990.35,1000.15,2197185
2025-07-28 00:00:00+05:30,1000.45,1001.4,972.0,977.7,1295974
2025-07-29 00:00:00+05:30,975.0,989.0,973.0,983.55,498570
